yelping_since,votes,review_count,name,user_id,friends,fans,average_stars,type,compliments,elite
2013-11,"{'funny': 0, 'useful': 1, 'cool': 0}",6,Daisha,xFIgHa9YJ_CyF-qEUQEAdg,[],0,2.71,user,{'note': 1},[]
2013-09,"{'funny': 0, 'useful': 5, 'cool': 0}",2,Linda,wGZGARkcpLDtSicyyStzjA,[],0,1.0,user,{},[]
2014-06,"{'funny': 0, 'useful': 0, 'cool': 0}",4,Stephanie,8ORUvTjA2mZlK4rigRmlAg,[],0,3.75,user,{},[]
2010-10,"{'funny': 8, 'useful': 30, 'cool': 5}",25,Eric,jtiVcRi42TmBNyht5sq7ug,"['GqyTkVmDHSYV5N8zhbguSA', '_vLV2UIwknuqV5Ez1I6c9Q']",0,3.919999999999999,user,{'writer': 1},[]
2013-09,"{'funny': 0, 'useful': 2, 'cool': 0}",2,Sheek,xy0HRAAofLS96dTbZzPAmw,[],0,4.0,user,{},[]
2010-10,"{'funny': 4, 'useful': 34, 'cool': 5}",23,Dana,bRIk0ut0n3hd6PoV9dClfg,"['lRLgZwGyyUzwsn1Id0ue7Q', 'nIDj9vFVd9o5grwDEjECoA', 'pd0ZgLtF1-kMJRTTYtz0EA', '0krgYIZ2ybhcvS26eKRyZg', 'RJOmGmB84gPj_qzJ-fec2g', 'oDJcEvEHOlxWEd5tYbmlbA', 'YnRUuI3DWMQpG8fkyaUcSA']",1,3.35,user,{'cool': 1},[]
2010-12,"{'funny': 8, 'useful': 14, 'cool': 3}",9,Lynh,0Rb006QECK4FQVcgpakCHQ,"['RQ7UXZK7HmwIqyflSc9o_A', 'YFRtoiE1aTtf4iUgiLQb3w', 'C1SiUu-sGXL6lHlRkJxfFg', 'ywa4VJSQUtJHUCrZJ1_slA', 'C0-7GbG9bR2rCzxb_GKwYA', 'Lukoe_QFCy8r-pPGD8mOLw']",0,3.109999999999999,user,{},[]
2014-04,"{'funny': 0, 'useful': 2, 'cool': 0}",1,Lo,gzHBTEVIi2gxMZ2Br8N0lg,[],0,1.0,user,{},[]
2012-05,"{'funny': 9, 'useful': 160, 'cool': 152}",78,Adriana,OUKiJ5Y24gGVF8ICkfHnnw,"['UJUiI8G9xNVZo1z141jvKg', '0b5IVeUcwKm7p6lc9c_4Cg']",108,3.97,user,"{'plain': 1, 'writer': 1, 'cool': 2}",[]
2011-09,"{'funny': 2, 'useful': 8, 'cool': 1}",1,Brent,I8CvkkXCU-up07MJQQmpjQ,[],0,1.0,user,{},[]
2013-11,"{'funny': 0, 'useful': 1, 'cool': 0}",1,Cara,PWJxfCL4NiZ2S9HwLzOAng,[],0,5.0,user,{},[]
2010-01,"{'funny': 12, 'useful': 31, 'cool': 5}",25,Brad,YSU1l9whhXJ8al9uHsJP1g,"['nADIxfovhb5Dj6nPoZwHGg', 'h2lZY6mojN2ENQdU9qazGA', 'sqAeT1s4tfWvUrs0Z_kVQw']",0,3.85,user,{'cool': 2},[]
2013-09,"{'funny': 8, 'useful': 3, 'cool': 0}",8,Mel,_0ZLyFAG8HCP1NHLvaE1Cw,[],0,3.89,user,{},[]
2009-05,"{'funny': 6, 'useful': 18, 'cool': 6}",17,Shawn,YV7wa5zOFb7epWYk7zC3Pw,['ipKHwRtzrvGiPP0FkxNNWw'],0,4.0,user,"{'cute': 1, 'hot': 1}",[]
2010-09,"{'funny': 12, 'useful': 44, 'cool': 11}",38,Au,CeIfQpaMK5eB28E-hCgwLw,['7k32IxSrte32FHerByD9oA'],0,3.95,user,"{'note': 1, 'funny': 1, 'hot': 1, 'plain': 1}",[]
2012-01,"{'funny': 3, 'useful': 1, 'cool': 0}",9,Rylan,ZI8Frl1XdxlX3JNWkCc-xA,"['Cp-PV8rsypbO-xBrQ6KmQg', '4ozupHULqGyO42s3zNUzOQ']",0,3.669999999999999,user,{},[]
2013-09,"{'funny': 1, 'useful': 4, 'cool': 0}",2,Fiona,KZuuKWa9TYKuGsKnNwQ3Wg,[],0,3.0,user,{},[]
2011-01,"{'funny': 20, 'useful': 86, 'cool': 21}",70,Gracielle,HT1BtLpw5Hx9zG2IJ7bopQ,"['WmAyExqSWoiYZ5XEqpk_Uw', '_MezTvtcCPjjMDshYH2Q1A', 'Nq54zheSDngpFeoLWk2d0g', 'pDRb-eS7lcBQ__pJz072Ng', 'wfVixbi4HFc1bQuAUfLlmw', 'E7Li7aTj-9O2oibLbfP2oA', 'IxpTMh0pInwft9zGxwaH2A', 'KMpj7TQf2gGFwpL-EK5c7g', 'VxgiJHpr1Z6UU5mURMZ1FA', 'fuzvB9XRfjWJ0uRu6TIYRA', 'DpfNzzvmU4iKWCuQZOeqFg', 'neOOSMNWcVL0o2Xwb0goVg', 'MDwRRnAoyDR7BNyh1sOeKA', 'UOYJEm4M_xfgaCGOglwxlg', 'iF6bSB6l8_oYVfXujBzFkA', 'ZsVplta_6CNikxbR3X7NgQ', 'm3mJRsNXeQy1YDCmFBMoiA', 'iCNAywLti5BU5JKxOHr7pg', 'M9hBmgKVP4S0xMH0nXJGlw']",5,3.47,user,"{'funny': 2, 'cute': 2, 'plain': 3, 'note': 2, 'photos': 3, 'hot': 5, 'cool': 1}",[]
2011-08,"{'funny': 0, 'useful': 5, 'cool': 1}",20,Erin,I4s-qCcxtmnqGJ3imOThgA,[],0,3.839999999999999,user,{'cool': 1},[]
2010-11,"{'funny': 18, 'useful': 44, 'cool': 24}",44,Fredric,f3ylPPLwVmJB04sFgNz-bA,[],0,4.269999999999999,user,{},[2014]
2010-12,"{'funny': 2, 'useful': 57, 'cool': 8}",22,Rhiannon,G0qColPbmg0Z-DcrYK3n2A,"['5eDUpeE5N9xWfM5DGw-n-g', 'zrD7bN9DVcXyzuLzAeBQQQ']",1,3.95,user,"{'plain': 2, 'writer': 1, 'note': 4, 'hot': 1, 'cool': 5, 'more': 1}",[]
2011-12,"{'funny': 0, 'useful': 0, 'cool': 0}",2,Allen,nOFaYrKm1F_5Q0RovqKtrw,[],0,3.0,user,{},[]
2011-08,"{'funny': 2, 'useful': 12, 'cool': 7}",16,Ken,GJwbccjXgoRPbNuWcNKYXA,[],0,4.059999999999999,user,{},[]
2011-07,"{'funny': 1, 'useful': 3, 'cool': 0}",2,Erin,Caf6ZCnr92aGPpL95zITOQ,"['GPf_zdA8StqbrOXipf3tBQ', 'DJT-ivmh2dOYbM5R0QZPAQ', 'dTUPJWjuj542EsjZqOq4cg', 'bx3foDJoXw-EXvr0oxpgcg', 'W0T2vKmbWIxO7JyUTAhFOQ']",1,2.0,user,{},[]
2008-08,"{'funny': 7, 'useful': 19, 'cool': 13}",37,J,-bv1rUAq4jvQbQ-VzKb5RA,"['1XWzXgFvcu5pU2wj1ONQ_Q', 'fr3HXiNw5JiIIspADCS5gA']",1,3.569999999999999,user,"{'note': 1, 'hot': 1, 'cool': 1}",[]
2009-02,"{'funny': 7, 'useful': 21, 'cool': 4}",32,Alisha,2MO3RoHoP5LRUcpj3HM-Kw,[],0,3.299999999999999,user,{},[]
2010-07,"{'funny': 29, 'useful': 83, 'cool': 40}",79,audra,VkfRqgZdxCfDH8UN_XDOcg,"['gBID8jIwsQIE5W_Zr0Vhjg', 'ktUVvPR-LUPfa3C7pgNJUQ', 'Od2a2N-vLU9YEE8bFRwbAw', 'F7jDusVJagWIFD-UTz7xgg', 'NzOrlc4LJJLRtfzoxkJFsw', 'uXsAVI00uhHQSobh5QCO9w']",1,4.059999999999999,user,"{'funny': 2, 'cute': 3, 'plain': 1, 'writer': 2, 'note': 3, 'photos': 4, 'hot': 5, 'more': 2, 'cool': 2}",[]
2011-02,"{'funny': 4, 'useful': 4, 'cool': 2}",17,ryan,GFjMNdWIsUviP4VYmchVrQ,[],1,3.83,user,{},[]
2013-01,"{'funny': 0, 'useful': 3, 'cool': 0}",1,Sieg,NMjZzm1zdLTL6_WeYyjbgw,[],0,1.0,user,{},[]
2010-09,"{'funny': 4, 'useful': 9, 'cool': 1}",7,Barbiebrown,5_7kuXsj28P5g9bjB9eNHg,[],0,3.71,user,{},[]
2010-12,"{'funny': 1, 'useful': 18, 'cool': 0}",7,Randal,Co5i7lx8XbzlS8OAkvzV-w,[],1,2.14,user,{},[]
2012-02,"{'funny': 1, 'useful': 1, 'cool': 0}",2,Ashlee,5ugtTfVj2fAjItuDS2oCCg,[],0,3.0,user,{},[]
2010-04,"{'funny': 15, 'useful': 66, 'cool': 24}",72,Chris,tg_6RUatMtzOLmDyLwYx-g,['yBUcPjB9W3bo-4Erqm5KOg'],2,4.419999999999999,user,"{'note': 1, 'plain': 7, 'cool': 1}",[]
2010-07,"{'funny': 0, 'useful': 6, 'cool': 3}",13,Aileen,nf0bXe4nGK4nWpEWLNhH0Q,"['fYteOqYb1zWWvWuUhCs4ow', '4HVJGaN2l3i-yk1cdoq4QQ', 'I3djxK0vyQkkHtZRCDCi4Q']",1,4.23,user,{'note': 1},[]
2012-09,"{'funny': 2, 'useful': 15, 'cool': 6}",8,Cee,2g0ME-MMc_xYNYGbrePMBw,"['90a6z--_CUrl84aCzZyPsg', 'He939GwJc3_CGCKST5Bw_A', 'hVkQbDk61hmIi5iVm3IkZw', 'iEbb7ZkEY8oskNPPhARaZQ']",1,4.0,user,"{'plain': 1, 'writer': 1, 'funny': 2}",[]
2008-09,"{'funny': 8, 'useful': 13, 'cool': 6}",22,Jen,h4mri87-72u9-zETY3_ZfA,['cc32R3hFVXp4H9hl6oRdKg'],3,4.32,user,"{'note': 1, 'cute': 1, 'hot': 1, 'more': 1, 'plain': 1}",[]
2012-12,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Mary,hfGJ6GB6u06tXEOHgsAWPA,[],0,1.0,user,{},[]
2011-08,"{'funny': 2, 'useful': 25, 'cool': 6}",17,Christine,Onfb9hNIBfK90kobhxvlOA,"['VgdDYz0-i1kDszfEu5nFdg', 'mkwQ4rqmFgmyAoIksjXRfw']",0,3.71,user,{},[]
2007-10,"{'funny': 62, 'useful': 106, 'cool': 33}",106,Margaret,UAKlZEhI-pi-_Awsgw_TkA,"['KKmpVu4m8VwjnPaAqxTufg', 'l76zPMX3c3PYQ-3z8qhj0g', 'amntG45rOi2AdRyy8Csvgw', '5wcJezM_erlHYbn-wFuU8A', 'Fl24424V-E6PgchJ-KraEA']",1,3.54,user,"{'note': 1, 'funny': 2, 'hot': 2, 'writer': 2, 'plain': 1}",[]
2012-05,"{'funny': 0, 'useful': 12, 'cool': 2}",7,Virginia,hZqHDUy73XgD-K_ylCmXmA,[],0,4.559999999999999,user,{},[]
2013-07,"{'funny': 0, 'useful': 1, 'cool': 0}",1,Tarana,6sb42M-PVPAKSwoud7-1Ng,[],0,4.0,user,{},[]
2012-03,"{'funny': 0, 'useful': 0, 'cool': 0}",4,Patricia,rf4TB08jWv2WJQSUGSKCGg,"['tETqRaTVfkz6S93i5Za8NA', 'smUInIN6j0HNQ4jACLNgNg', 'rltEPg-GCMoqfcmopmbQoA', 'KyWSyFTqoli9I5fjXIQmOQ', 'IVb65NAX1vBKpKQK2Qx-Hg', 'VZLZVrjfbFF6uozw3QP2nA', 'RkrsYWVzilkBaxwQcwWpww', '2ao2I4mxSD6WNxtf1xcpfA', 'Az_qD6vrQHdxTRIW0xaf-Q', 'vvdcvc9BWfJn1f0-K4DZ5A', 'gJ2MVad0UuJQmv2obZUdww', 'MKO9LEvOh7fHXUIM2-l_xA']",1,1.0,user,{},[]
2012-09,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Tim,4A9d70Qy14FEV3ctgx-vYw,[],0,5.0,user,{},[]
2011-04,"{'funny': 1, 'useful': 14, 'cool': 0}",25,Jennifer,5EmSyNAw1PsQA51xldlkdg,['YpVj9ryV6kva9jqmWMj1UA'],1,3.419999999999999,user,{},[]
2008-03,"{'funny': 9, 'useful': 7, 'cool': 8}",6,Victor,jX_XHrLeySr_058W5LmVCg,"['EhcZKrQJIS226xdm_qJ71w', 'nCPjqspHO3_2Bm14l_oonw']",1,2.83,user,{'funny': 2},[]
2012-07,"{'funny': 0, 'useful': 2, 'cool': 0}",6,Stephen,hODbDxVd6icAHeFM2fiQdA,"['pLAmvKJu0J3ng9d2fWa61g', 'c5aD7SoPG0fyrhW6_aE07Q']",0,3.0,user,{},[]
2013-02,"{'funny': 0, 'useful': 3, 'cool': 2}",4,Betty,QYR8HXi2K4pP0HBsi5HT5Q,['RdMvi0kDx-1-z5aP7aLt6A'],0,3.75,user,{},[]
2008-09,"{'funny': 216, 'useful': 509, 'cool': 260}",339,Sarah,HDkRSxF-lkHlkY6PphW5XA,"['i6rmtNuMy60CGGNcXsHDDg', 'HANb8-8InWnju-XzBQQSBw', 'w6Vv-kldGpmvSGqXvTbAdQ', '1ygvIoovV-yjIWqc0_JW7A', 'ARe8Nr_YehB2ubsGJhZ-hg', 'sEoqfzinheTEROdhb4tKPg', '9a4W-3anHjCB28F7fAG0eg', 'gvqh39oy-m10H7aNyVBL8g', 'chOkUK3gbG85IS2WDrr0aA', '_ZYGJptw6O5GNhZ2AznVzg', 'HDlNeQ6wdr1vZDSl1ET1fw', 'ZRPMLuXf5_k2upbnN-Qcng', 'NZc2h13-L5ehSrfL9WUpIA', '_KWwW6ecDRuFdwbLccXOEw', '4zSC55urVq6P2thZeTSEmA', '5T8SdBwiH0jdwatUJ7KFUg', 'DrKQzBFAvxhyjLgbPSW2Qw', 'R-2GWjkuiCyFojQZ5cmvIw', 'u3xXsUp-01Tw6IF5eqHbbA', 'BSI42r_Q2NmDeYU-rf12nA', 'BMDzV7XHkHsUzcWhIUdeew', 'p_NhgSUKWLcTR8n9Hzhlnw', 'Ni9Lajn_z6AwVPAVV5r1qw', '68Ci9UgVIVEiCGXy05loLw', '-pRXvn_KSCBr13xift7dfg', 'OAES6IjJsW06P0rZdx3omA', 'qWLezzHxOXN-GQdInixZzw', 's-oE2EJyPXZrvYczu7vKGQ', 'qFHOh1DMqJ2Zb_pvqR1Muw', 'DzVKlwlnqwSSiGGzLmAp_g', 'zF3UzomUcDlAZIm-txYbtA', 'kGgAARL2UmvCcTRfiscjug', 'yPreZPyfWda3BlFH0xCKKg', 'lbPAX99CXTnT3Bi283CK8A', '3saa8j5QfdDYuZ-3dKhbcw', 'Q3fOGZT4YlIZu1gLDooxrA', 'nN6rr9Z6DRYg2J4mXagWZA', 'bZw8yyI-wcrs5XUl-Juckw', 'JMWeY3mMwADCp3nPXAWJfQ', 'jlpbR7IurKHCnSrGxELVlg', 'MB9pTrgQZ_0fIxn075J8Xw', 'E-4XVptsZFhPQhXjEHoxUw', '5uwVhPPaz5VHfboekqKsug', 'Nu0oythh2v7FSfJb30d12g', 'neRWIY-trdbYigW1EpS6xw', 'LQWlBt00QZrvn7McdS_Z_g', 'XaVNWVP4fzfjhfkC_rHqhQ', '6qyXAORPzD1s4RdgFemz8g', '6wveyznYgxA0sPKEfe4wOQ', '8H-MrvMt0a7lT23PHAew0w', 'GQCY2eho2LqRutedrHXfCQ', 'ydaKvNmk7gbUToJKD2ugdA', 'knWADdyhOIQk5S1U5RtBew', 'AeKxYEybfws0rJNxksSEow', 'j4vhkolk2B5nDQ9_OorPkw', 'kIzFOhJUf8Ch6NL6GTFXIg', '8N481iGgsUYA1-TtESOntw', 'AQDS1x3lBDK0uAMkGJWURQ', '5SLDX3bXcRP52QlStIcYLg', 'E0JHrETVT6Xgsu5o5CnD8g', 'dxl9ZmoFYymlf6q3pQqXww', '7zpDhrRZRTGCkAh3SHbEww', '9YXeaBBjAxlo1LC0u3DGRA', 'ss1RaC0VGkcB7H-nEuaU9g', 'HUjNM5noElJueMBk4K_uiA', 'K4hhEX8nSX2fuVhepM_OAA', 'KWfpXiJWFN7F_ZwqW7varA', 'B-yfbXuQta2lDJC2o7pb6g', 'w2w9Jocc9crXZeij3H-QEg', 'TbHxEHtJc2gLVX-f_YUhhQ', 'OMgRoEbDNA9jXAMda6B2xw', 's74Gi6-mS5J5WnwGHKORfg', '8jqvr_c2_OmslqS2zEUXbg', 'nqj1YzKUq7zy4HoNDnz4_g', 'asVOf6vmcEUQGTfcVCPH0Q', 'P_cSupqqivcZ7kSt-aXcdA', 'it23EnutJ6fOjeYQBDKJug', 'lb6_8U7VU4x-JaIRVnlj8Q', '2DFK9ZlGM3KqNCJGAM4eZA', '5PMeZ-8t7RcM9r64FIhs3Q', 'wco9u8302aWR8zxZD-7YMw', 'ExK25fOJP0l7yAzGtrUloA', 'z9JL8bX2OkDrigPqXpyERg', 'X6PWVc-wag3mSP_4cme2Hw', 'tF1qQ5Ik8tb1xtXcU-eW_A', 'x5sv61-HSTbhTc3-V9oLuA', 'MXF7wQxZ-cZYmVpe-W_Kkg', 'uaoukpaSPrhaLE9-eLJ-Cw', 'bjHedPylrijdHtLOXzNzYA', 'X5LeeT9IJsqZTr6FcahPng', 'WqZzDuzt8KFJPRVse7DWiQ', 'WjDQmRaVE-Q25YOgReBIjA', '2t1Jw8VTti_bjhbVpnFZhA', 'xJZOKX2QhA-4YdIpX1z6Og', 'rWyqvFRy0Or3qvVgKqPxyQ', 'D8tVd1Myd0zeg-BNgT_BoQ', 'q2ij2DVsL9seb-4XiCcGSQ', 'kuP0AMnSGgkLfNSt0wOAgA', 'socNNfwbqsKoTvfSDA7uVw', '4k54NDPYyDVj_kUc8qv9xA', 'OuGL_R0jNRRu8pT2a4Cnrg', '2sklUYBnk7LxzM-11yPUPg', 'LbsJmvVRL4cEoZ3Ow-Tn-Q', 'd5wukq4xaeS7hTsA2an1mA', '_cOnTv5jhAw3F3vXor3SLA', 'ld-HpT5NmOnzGYC7_AAkEA', 'bH40h15ScLYilmXssXtf3A', 'PWXJpyVyAKtVehw4suOimg', '5itDttiSsZbjdcu31bJZwg', 'Zx_P5j5tao4j1P4bqx0mjg', 'Txn97j3iT4kQLFhJczbM6A', '6pm_bYreoc2ngIBxePJabA', 'C6jV8yFHlfZLWvsysaQ0VA', 'fcjZqz5cS_JU8e4tpmeqqA', '4N_x11sCAdfiKO4WDY_bQA', '1wT8MfTNpGpJs1a0OoneNw', '6egiNGkjRT2xHh3Fi-faxQ', 'nMXCCLssk_5SBi3wp41ToQ', '5SqVGJA98-vcF5uvmtKcqA', 'Plf-1GjPxV2BGlb6c68PVg', 'of23DD-S_kl3mIup7NR9yg', 'xuti50cDNGqj4H0soDUrUw', 'XbN5pqdhNytIaVcQ2K2sbw', 'UGikbqIhrWepjpQKu96Ksw', '9fTTesCwn9EO-d82ODJAnw', 'uarp0ZyToKXKWv6Wl_Vblg', 'q0SIbZZ8hMFtVP9G6S5Dpw', 'M7TeIKPi0zH9xkkzYSZogw', 'BVvIMHPKKP7-oEx9IfmFBQ', '8WicRGn4b1mAeYGe08aZeA', 'DjvVINffcfQcUA75SanlRA', 'cXLYoPNpKRAjU0BKU2kMmg', '6tE-j-35xdDKYnyAR6z-Dg', '3sfdrZepGgUjd9Q-hM5HJw', 'OQsidl3MkGhKdQWTZ77yow', 'PfQpNjZPS2BPzOEH3DXmJw', 'aBqqRCQWmy-NS7GdjcYthw', '2XjsvRZI8W7_DV8jY0fLPQ', 'wHLSN84iIxCeH4Pf3MOI7g', 'OIsiWVC3p8gDZ8rP-bdFVw', '54nGGqbqlL5xMLA8dVi5Ew']",14,3.759999999999999,user,"{'profile': 6, 'funny': 9, 'cute': 12, 'plain': 195, 'writer': 4, 'note': 25, 'photos': 11, 'hot': 45, 'more': 8, 'cool': 64}","[2009, 2010, 2011]"
2014-06,"{'funny': 0, 'useful': 2, 'cool': 0}",5,Cara,Sc3uwXpsTwHb72fFAwLcHg,[],0,4.599999999999999,user,{},[]
2009-12,"{'funny': 30, 'useful': 64, 'cool': 21}",100,Cheesebucket,np_zgofrSf4gmKMpCUiRXQ,"['HQ-IDFMc-4tSsywvCCY-BA', 'kELRyvB3ni4nYEsOsG84kg']",1,3.81,user,"{'funny': 1, 'cool': 2, 'writer': 1, 'plain': 1}",[]
2013-07,"{'funny': 5, 'useful': 9, 'cool': 3}",10,Blake,Q-D0DTiUzJZCJd9OyxC7vw,[],0,2.799999999999999,user,{},[]
2011-06,"{'funny': 0, 'useful': 3, 'cool': 0}",6,Rich,k_GwNgIrkkcFoIzfdTH43Q,[],0,3.5,user,{},[]
2011-08,"{'funny': 0, 'useful': 2, 'cool': 0}",3,Eddie,2-LZRFTN7ALtkXIDmAErpQ,[],0,3.5,user,{},[]
2010-09,"{'funny': 0, 'useful': 0, 'cool': 0}",3,Kehinde,Qv4zVyKkHYgSsCINQO7hyA,[],0,3.669999999999999,user,{},[]
2013-07,"{'funny': 0, 'useful': 1, 'cool': 0}",2,Mara,6mY3RvKvnc9o_ArPzYAhqA,[],0,5.0,user,{},[]
2013-12,"{'funny': 0, 'useful': 0, 'cool': 0}",3,Jessica,S1SkVc3LojU9bRlwsKIG_Q,[],0,5.0,user,{},[]
2009-11,"{'funny': 12, 'useful': 70, 'cool': 13}",73,S,ai0ZvRi9ETLAY6Y_Sp0rDw,"['RwvKEUIt4TYA9iTkBUQjFg', 'R9FFFqYOUmvWjaHqODfzyw', 'CjfTHB3Gtnk7r5hYsiLXnQ', 'rX_t4oJNwMTLMleZ7s4ztA', 'bIoQSV1qX0BxVh4RyPmN5A', 'zeeihm5Xs1mGHGowYSBjOg', 'ULOPLvLghKZrfo3PhwbPAQ', 'IRvRxAyXIB_ZZqt31j35eg', '2hK0GUNB76HeH3nOUUMesw', '5lq4LkrviYgQ4LJNsBYHcA', 'owBW-FcLXdAMKCbMJZqyZg', '1afCaO9ygoGVjuky0G5P_A', 'Prsk7SiPZNfgcPyygOdGHg', 'LNna6In2QmJrDfP27-rhNA', 'JPEZq9dWKUmK0J4lhj43KA', 'POiiNAnA2XCHJIzfM6GslA', 'gbKH4HrMms3kYIAFILuaCQ', 'ast7yCfvhIwaD53OFSXoag', 'JL7xbCtuwB3eg9Rx5MpNzQ', 'pFEfjQcGMXD7RVY_bA9uuA', 'SB9L3xDwYybGrYNhQPRC9Q', 'lHHwLi_YZuDSfdlSShFkug', 'yjboz0K21dp-qEhkE4rUlA', '87qm97jI86XACuPcX3zUxQ', 'SYoux78T6d-AVxa7FhD9LA', 'Op7wYJyUbpWm3cIUXHRz1A', 'cH1lLTHReO6uDTif9bfOBA', 'xNb8pFe99ENj8BeMsCBPcQ', 'JJ02KSmRB38oWps-XlCfHA', '-odKH3gniltCm2u9SvUcIQ', 'RjlwTa9WssnL6QUUkwQ9Aw', 'Q3PTm7I9xAru4kd2mljM0Q', 'TroANF3f2PuYeVfSItxxaw', 'Wpy8qFpEnb2g4vwl_w_FCA', 'FaR5dMfPJrNJ2llVu4tM_Q', '35DCHphn03nDg7VKtieiwg', 'VxgiJHpr1Z6UU5mURMZ1FA', 'TTNrRFt2SGAwUCahmRLPeg', '20D7mlsrgyfNBhyhhLln_Q', 'gyBs-PcHasLx7IF9B6OBZA', 'ViIXwN3AGV_LAkuVHhh9yQ', 'mrnHwFcCqqM5QLyFZXvnzg', 'BuoTrcjORX3StV51Yt4U8A', 'BIprpjMhi2S0Fs58flHJsQ', 'R1xgU5qLdX43rY87jQcJQA', 'wbBIgVj5x2OAYMvS9mYRqA', 'nWNNojXYkXRl_0_pNbtfbQ', 'nOJcWb1S7aiyRcbHCvmcDA', 'gNmoBqS4Cx8L6VsZNw7BEg', 'Q4BBSzYVO8MrjeeQutJDQA', 'TS1c9DIdpSirEXsJp3nNEA', 'dX9RdsfTA64ZyEVA1r3dKQ', 'TR-jPVc_z5FxAnDIcHN56g', '4QiPoo1gtDPhYFgCrkJy-Q', 'GJrGPKF2xxB06Es6aH1VWg', 'pAU235mgq__lZ4A5mLgGCA', 'hBD_m8ElgHF0vcBXu1nx-A', 'dXRrb0Df_c_HhfB0C6_GoQ', 'zZlHqWiCrCj0WKSNI1Nxlw', 'sMb0tXEoAcAIDCV_5CbdYg', '1PaWKLHDeWK1M1cqjy3k8g', 'sKtmrRvPMn5GRTnHYd41CA', 'MKUivtf5mSp8_T1wANLAVA', 'b1EkyUsEykwkoYcmOx0fig', 'GdXDLrMruYKSsEcb9Lvg6Q']",2,3.819999999999999,user,"{'funny': 1, 'plain': 9, 'writer': 1, 'note': 2, 'hot': 2, 'cool': 2}",[]
2011-04,"{'funny': 2, 'useful': 17, 'cool': 1}",8,Cory,KKFvlm7cIQZXBtO8x3XKJg,"['tv0Oinh5P529x1AStVug1w', 'XVheSIZer1nSEftYQGKxaw', 'sbNbxmGNodDJukgSXBFD4Q', 'LuBC3U26qiyP9ztU8qpjfA']",0,3.379999999999999,user,"{'note': 2, 'funny': 3, 'hot': 1}",[]
2013-05,"{'funny': 4, 'useful': 15, 'cool': 2}",13,Benjamin,Lyu-_3pZnRAE1WSZFhXWHQ,[],0,2.31,user,{'plain': 1},[]
2013-12,"{'funny': 5, 'useful': 14, 'cool': 3}",18,Sam,PaVV5Yd_2dL9ElY4-ozytw,[],0,2.839999999999999,user,{'note': 1},[]
2005-06,"{'funny': 34, 'useful': 98, 'cool': 47}",78,E,TVcnV4ShwaOYEVfb3W7png,"['P-lfV8cdAgEOZJkw2dJpsw', 'AaZdXn0I6F5bdIVwGpxdDA', '5k6IuG8p5EKiRXzStJHlZQ', '6QjJo8rmzEnj4HWd39N-AA']",2,3.439999999999999,user,"{'plain': 3, 'hot': 1, 'writer': 1, 'cool': 4}",[]
2014-01,"{'funny': 0, 'useful': 1, 'cool': 0}",3,Rotisha,iCXR1r2UuHOsnTforDhoPA,['8I7u9vFs08uk3kg8lcFHEw'],0,5.0,user,{},[]
2010-11,"{'funny': 1, 'useful': 3, 'cool': 1}",4,Julie,o6QqaSXPsWZ9NI_EbRxMpw,[],0,2.25,user,{},[]
2012-07,"{'funny': 4, 'useful': 10, 'cool': 4}",9,Giselle,0RkhhkzexzQordtc10yn9w,"['23zYCcnqfru5jdxnTqjgDg', 'sw0zdlNQYl7S5NRT2-IvyA', 'q151TOtS6A85zEql_J-ZmA', 'vxEDwc-SOunbXr3Z1H0EYw', 'lbxKEbANlOvcOx9fAryxFA', '8IVvBPnI_pDMZ4qKTV6NlA', '9OrsCp3ezMvwJIYK5xRo4w', 'A_5h9o3k0eQu3JiKicAPYQ', 'B6A5dy0rFPElTIKJ04u6eg', 'b1LYs2rmzINaBLq9AFDn6Q', 'BAiOqoOnmQFNvvAE3ym64A', 'jkIvfziIpLFZc4NZkRk1vQ', 'GvC8FhYJCLqJXBOHnIesWQ', '1GctU54Fu5vePOpg-RAI8Q', 'yXy2YgAQC_PzsaypfzioCg', '082Koa_coXg76V3_Sdw4uQ', '0Nj8Tl0oLNjdfm13QimrZw', 'ej4G6FjcR2mu2Yc68u3ZXg', 'ARb-fw9QBgeuwRQ2CFP3pA', 'HO1Efp74anYlEkaUHZHZkw', 'wqZQM-j3-5LBhJfySq7XBw', 'cxBnzZ5FXHGQjOCAEZwcxA', 'fHubHjRY6HYRnrjhSWsE8A', 'A1I8p76ZE82tU9irhpdpUg', 'z6h351rGIkr6dCjUYEVnng']",2,4.429999999999999,user,"{'hot': 1, 'writer': 1}",[]
2013-05,"{'funny': 0, 'useful': 0, 'cool': 0}",2,Meg,PIjgl_gRfLYehbQXQkfbpQ,[],0,2.0,user,{},[]
2012-05,"{'funny': 1, 'useful': 3, 'cool': 0}",2,Bob,PC9lQshuJGX6fivF8NmbwQ,[],0,3.0,user,{},[]
2013-05,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Lauren,vEYDmyv_jcw5FPwcy89UVA,[],0,5.0,user,{},[]
2013-04,"{'funny': 3, 'useful': 0, 'cool': 1}",2,Kumbi,psfVtiL4wPMCVN31kKCSFA,[],0,4.0,user,{},[]
