business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
4kP-_4yBsT5JOSe6GVJyTg,"3769 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109",{},TRUE,"['Arts & Entertainment', 'Cinema']",Las Vegas,36,UA Showcase 8,['The Strip'],-115.172304,NV,3,36.1040413,{'Good for Kids': True},business
4WcxnNv_lzCIG2eb8O5Mlg,"1 E Jackson St
Phoenix, AZ 85004",{},FALSE,"['Arts & Entertainment', 'American (Traditional)', 'Nightlife', 'Music Venues', 'Restaurants']",Phoenix,7,The Brickhouse,[],-112.073577,AZ,3.5,33.44455,"{'Alcohol': 'full_bar', 'Good for Kids': False, 'Attire': 'casual', 'Smoking': 'outdoor', 'Happy Hour': True, 'Wheelchair Accessible': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'Music': {'video': False, 'live': True, 'dj': False, 'jukebox': False}, 'Accepts Credit Cards': True, 'Good For Kids': False, 'Good For Groups': True, 'Price Range': 2}",business
OMXAkiWyKz0AM6PwwuP38Q,"7131 W Ray Rd
Suite 14
Chandler, AZ 85226",{},TRUE,"['Kitchen & Bath', 'Shopping', 'Home & Garden']",Chandler,21,Sur La Table,[],-111.964138,AZ,4,33.317906,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 3}",business
jMeLuvCWign8q6Rcukty2A,"47 George Street
New Town
Edinburgh EH2 2HT",{},TRUE,"['Fashion', 'Shopping']",Edinburgh,5,Hobbs,['New Town'],-3.1987353,EDH,4,55.9534161,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 3}",business
0FlLe1SZKZqf5Tg9VK1-gQ,"30b Grindlay Street
Old Town
Edinburgh EH3 9","{'Monday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '19:00', 'open': '10:00'}}",TRUE,"['Arts & Entertainment', 'Performing Arts', 'Nightlife', 'Music Venues']",Edinburgh,11,Royal Lyceum Theatre,['Old Town'],-3.204360267,EDH,4.5,55.94695834,"{'Good for Kids': True, 'Parking': {'garage': False, 'validated': False, 'street': False, 'lot': False, 'valet': False}, 'Outdoor Seating': False, 'Coat Check': True, 'Good For Kids': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
LY5TW3Pvlfpprl3kpRE5_w,"6006 N 67Th Ave
Glendale, AZ 85301","{'Monday': {'close': '22:00', 'open': '09:00'}, 'Tuesday': {'close': '22:00', 'open': '08:00'}, 'Friday': {'close': '22:00', 'open': '08:00'}, 'Wednesday': {'close': '22:00', 'open': '08:00'}, 'Thursday': {'close': '22:00', 'open': '08:00'}, 'Sunday': {'close': '22:00', 'open': '08:00'}, 'Saturday': {'close': '22:00', 'open': '08:00'}}",TRUE,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply']",Glendale,3,Walgreens,[],-112.2048926,AZ,2.5,33.5244132,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
flMu0Tz5RsaMzr6K8kg1EA,"3414 W Union Hills Dr
Phoenix, AZ 85027",{},TRUE,"['Mexican', 'Restaurants']",Phoenix,8,Rolibertos Mexican Food,[],-112.132618,AZ,4,33.655256,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
kyIfc6-3iWJR227w75-AGA,"520 E Lake Mead Pkwy
Henderson, NV 89015","{'Monday': {'close': '17:30', 'open': '08:00'}, 'Tuesday': {'close': '17:30', 'open': '08:00'}, 'Friday': {'close': '17:30', 'open': '08:00'}, 'Wednesday': {'close': '17:30', 'open': '08:00'}, 'Thursday': {'close': '17:30', 'open': '08:00'}, 'Sunday': {'close': '17:30', 'open': '08:00'}, 'Saturday': {'close': '17:30', 'open': '08:00'}}",TRUE,"['Doctors', 'Health & Medical']",Henderson,8,Southern Nevada Health District,[],-114.974524,NV,3,36.043911,{'By Appointment Only': False},business
bGYQiDTdpTc_ok7cYsZzoA,"6330 N 21st Ave
Phoenix, AZ 85015",{},TRUE,"['Active Life', 'Tennis']",Phoenix,9,Phoenix Tennis Center,[],-112.1039717,AZ,3,33.5294683,{'Good for Kids': True},business
1ctVj76TXrHpqX3px49n6A,"13220 W Van Buren St
Ste 110
Goodyear, AZ 85338",{},TRUE,"['Food', 'Ice Cream & Frozen Yogurt']",Goodyear,4,Baskin-Robbins,[],-112.3436915,AZ,4.5,33.4502598,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wi-Fi': 'no', 'Price Range': 1}",business
6TIaz7MG6qjX6ZaQe9cG2w,"3110 N Central Ave
Phoenix, AZ 85012","{'Monday': {'close': '20:00', 'open': '10:30'}, 'Tuesday': {'close': '20:00', 'open': '10:30'}, 'Friday': {'close': '20:00', 'open': '10:30'}, 'Wednesday': {'close': '20:00', 'open': '10:30'}, 'Thursday': {'close': '20:00', 'open': '10:30'}, 'Sunday': {'close': '16:00', 'open': '11:00'}, 'Saturday': {'close': '20:00', 'open': '11:00'}}",TRUE,"['Italian', 'Pizza', 'Salad', 'Restaurants']",Phoenix,58,FIRED PIE,[],-112.0753359,AZ,4.5,33.48375639,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
V5QdxePG-pGPXVPHSLLM9A,"3508 N 7th St
Ste 100
Phoenix, AZ 85014","{'Monday': {'close': '16:00', 'open': '06:00'}, 'Tuesday': {'close': '16:00', 'open': '06:00'}, 'Friday': {'close': '16:00', 'open': '06:00'}, 'Wednesday': {'close': '16:00', 'open': '06:00'}, 'Thursday': {'close': '16:00', 'open': '06:00'}, 'Sunday': {'close': '16:00', 'open': '08:00'}, 'Saturday': {'close': '16:00', 'open': '07:00'}}",TRUE,"['Coffee & Tea', 'Food', 'Bars', 'Nightlife', 'Restaurants', 'Sandwiches']",Phoenix,149,Urban Beans,[],-112.0653334,AZ,4,33.48855903,"{'Alcohol': 'full_bar', 'Noise Level': 'average', 'Music': {'dj': False}, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Good for Kids': False, 'Wheelchair Accessible': True, 'Good For Dancing': False, 'Delivery': False, 'Dogs Allowed': True, 'Coat Check': False, 'Smoking': 'outdoor', 'Accepts Credit Cards': True, 'Take-out': True, 'Price Range': 1, 'Happy Hour': True, 'Outdoor Seating': True, 'Takes Reservations': False, 'Waiter Service': False, 'Wi-Fi': 'free', 'Caters': True, 'Good For': {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Good For Groups': True}",business
pEgp9tvTor_32ZXkMO_1Yw,"298 N Arroyo Grande Blvd
Henderson, NV 89014",{},TRUE,"['Active Life', 'Parks']",Henderson,10,Arroyo Grande Sports Complex,[],-115.053115,NV,4.5,36.047115,{'Good for Kids': True},business
sDXINrHrs8phlkzkwQNiBQ,"Phoenix International Airport
3800 W Sky Harbor Blvd
T4/Concourse C
Phoenix, AZ 85034",{},TRUE,"['Food', 'Coffee & Tea']",Phoenix,37,Starbucks,[],-111.9978349,AZ,3,33.43721514,"{'Wi-Fi': 'free', 'Price Range': 2, 'Outdoor Seating': False, 'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True}",business
j3LeeEwqHkioveV2Ls8apA,"4045 E Megan Ct
Gilbert, AZ 85295","{'Friday': {'close': '17:00', 'open': '07:00'}, 'Tuesday': {'close': '17:00', 'open': '07:00'}, 'Thursday': {'close': '17:00', 'open': '07:00'}, 'Wednesday': {'close': '17:00', 'open': '07:00'}, 'Monday': {'close': '17:00', 'open': '07:00'}}",TRUE,"['Handyman', 'Home Services', 'Contractors']",Gilbert,4,Titan Home Improvements,[],-111.703059,AZ,5,33.320624,{},business
VI9fDfMAbeFVeeUav39Tiw,"3005 E Charleston Blvd
Downtown
Las Vegas, NV 89104",{},TRUE,"['Bakeries', 'Food']",Las Vegas,10,Sunrise Too Donuts,['Downtown'],-115.1075936,NV,4.5,36.1589885,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': False, 'Wheelchair Accessible': True, 'Price Range': 1}",business
h9PzJgONngAbpqEja0BWIg,"2269 N Green Valley Pkwy
Henderson, NV 89014","{'Monday': {'close': '21:00', 'open': '08:00'}, 'Tuesday': {'close': '21:00', 'open': '08:00'}, 'Friday': {'close': '21:00', 'open': '08:00'}, 'Wednesday': {'close': '21:00', 'open': '08:00'}, 'Thursday': {'close': '21:00', 'open': '08:00'}, 'Sunday': {'close': '21:00', 'open': '08:00'}, 'Saturday': {'close': '21:00', 'open': '08:00'}}",TRUE,"['Hospitals', 'Health & Medical', 'Urgent Care']",Henderson,13,Urgent Care Extra,[],-115.0838735,NV,3,36.0551806,{'By Appointment Only': False},business
GzUAVsX6t0AeEej2TXSLcg,"6605 Las Vegas Blvd South
Southeast
Las Vegas, NV 89119",{},TRUE,['Local Flavor'],Las Vegas,6,Wine Walk - Town Square,['Southeast'],-115.1768402,NV,4,36.0687779,{'Good for Kids': False},business
BN5gV0OfIZQbQ7PXv4tG0w,"43 W Southern Ave
Tempe, AZ 85282",{},TRUE,"['Thrift Stores', 'Shopping']",Tempe,9,The Arc of Tempe Thrift Shop,[],-111.941612,AZ,3.5,33.392608,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
7pxa5tueoEcmt6hztqsz2A,"701 W McDowell Rd
Suite 101
Phoenix, AZ 85007","{'Monday': {'close': '21:30', 'open': '11:00'}, 'Tuesday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '21:30', 'open': '11:00'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Sunday': {'close': '21:30', 'open': '11:00'}, 'Saturday': {'close': '21:30', 'open': '11:00'}}",TRUE,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']",Phoenix,83,Pei Wei Asian Diner,[],-112.0829359,AZ,3,33.4654801,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Open 24 Hours': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': False, 'Dietary Restrictions': {'dairy-free': False, 'gluten-free': True, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': True}, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Caters': True, 'Price Range': 1}",business
OVvmGkAaYeZLt8cyToZY0g,"3765 G
Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",{},TRUE,"['Magicians', 'Event Planning & Services']",Las Vegas,8,"Tommy Wind: Music, Magic and More",['The Strip'],-115.1724485,NV,4,36.1050296,{'Accepts Credit Cards': True},business
CAfAoue75e4MnFDo_ujhrQ,"7751 N El Capitan Way
Centennial
Centennial Hills, NV 89143","{'Monday': {'close': '22:00', 'open': '06:00'}, 'Tuesday': {'close': '22:00', 'open': '06:00'}, 'Friday': {'close': '22:00', 'open': '06:00'}, 'Wednesday': {'close': '22:00', 'open': '06:00'}, 'Thursday': {'close': '22:00', 'open': '06:00'}, 'Sunday': {'close': '20:00', 'open': '08:00'}, 'Saturday': {'close': '22:00', 'open': '06:00'}}",TRUE,"['Shopping', 'Home Services', 'Building Supplies', 'Home & Garden', 'Hardware Stores', 'Nurseries & Gardening']",Centennial Hills,13,Lowe's Home Improvement,['Centennial'],-115.2867259,NV,3,36.302077,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
D27Khbk1DA9A1XOuvIioEA,"3600 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109",{},TRUE,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Las Vegas,3,Tutto In The Bellagio,['Eastside'],-115.1446554,NV,4.5,36.12303641,"{'Accepts Credit Cards': True, 'Wi-Fi': 'no', 'Price Range': 2}",business
mVw7gP7UUyU5grWXR_KpwQ,"10225 E McKellips Rd
Scottsdale, AZ 85271",{},TRUE,['Local Services'],Scottsdale,4,Arizona Propane,[],-111.8611567,AZ,5,33.4550523,{'Accepts Credit Cards': True},business
dYT89X2Znuy3rh0e00CxDg,"5124 Camino Al Norte
N Las Vegas, NV 89031",{},TRUE,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",N Las Vegas,3,Domino's Pizza,[],-115.1528655,NV,3.5,36.2529787,"{'Take-out': True, 'Takes Reservations': False, 'Delivery': True, 'Has TV': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True}",business
35YgKLvRjU1z_Ya5hFgqug,"2370 E Serene Ave
Ste 220-3
Southeast
Las Vegas, NV 89123","{'Monday': {'close': '20:30', 'open': '08:30'}, 'Tuesday': {'close': '20:30', 'open': '08:30'}, 'Friday': {'close': '20:30', 'open': '08:30'}, 'Wednesday': {'close': '20:30', 'open': '08:30'}, 'Thursday': {'close': '20:30', 'open': '08:30'}, 'Sunday': {'close': '19:00', 'open': '08:30'}, 'Saturday': {'close': '20:30', 'open': '08:30'}}",TRUE,"['Automotive', 'Auto Parts & Supplies']",Las Vegas,7,Batteries Plus,['Southeast'],-115.1193517,NV,4,36.02171928,{},business
BFQ_fbBX1gZHrXYz9atsdQ,"9305 W Thomas Rd
Ste 155
Phoenix, AZ 85037","{'Tuesday': {'close': '17:00', 'open': '08:00'}, 'Friday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}}",TRUE,"['Doctors', 'Health & Medical', 'Obstetricians & Gynecologists']",Phoenix,9,West Valley Women's Care,[],-112.2603178,AZ,4.5,33.4779165,{'By Appointment Only': True},business
G9H7OQkMDVP_Y0zrhpEQBw,"Tenney - Lapham
Madison, WI 53703","{'Tuesday': {'close': '19:00', 'open': '07:30'}, 'Monday': {'close': '19:00', 'open': '07:30'}, 'Friday': {'close': '17:30', 'open': '07:30'}, 'Wednesday': {'close': '19:00', 'open': '07:30'}, 'Thursday': {'close': '19:00', 'open': '07:30'}}",TRUE,"['Home Services', 'Home Inspectors']",Madison,4,Madison Home Inspection LLC,['Tenney - Lapham'],-89.3724769,WI,5,43.0833196,{'Accepts Credit Cards': True},business
SG-bV3OZizne2MZ-zQSmRg,"Montelucia Resort & Spa
4949 E Lincoln Dr
Paradise Valley, AZ 85253","{'Monday': {'close': '00:00', 'open': '10:00'}, 'Tuesday': {'close': '00:00', 'open': '10:00'}, 'Friday': {'close': '01:00', 'open': '10:00'}, 'Wednesday': {'close': '00:00', 'open': '10:00'}, 'Thursday': {'close': '00:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Saturday': {'close': '01:00', 'open': '10:00'}}",TRUE,"['Bars', 'Arts & Entertainment', 'Nightlife', 'Music Venues']",Paradise Valley,20,MBar,[],-111.9641728,AZ,4.5,33.5388471,"{'Price Range': 3, 'Alcohol': 'full_bar', 'Good For Dancing': False, 'Noise Level': 'average', 'Has TV': True, 'Happy Hour': True, 'Music': {'video': False, 'live': True, 'dj': False, 'jukebox': False}, 'Outdoor Seating': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'Smoking': 'outdoor', 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
ed43efbEeziN64Hk0KNmJA,"6675 Gilespie St
Southeast
Las Vegas, NV 89119",{},TRUE,['Public Services & Government'],Las Vegas,13,Regional Transportation Commission,['Southeast'],-115.16474,NV,2.5,36.069073,{},business
k4neVInMGVKOdW458keDlw,"604 N Rainbow Blvd
Las Vegas, NV 89122",{},FALSE,"['Mexican', 'Restaurants']",Las Vegas,14,Super B Burrito,[],-115.2422629,NV,4,36.1790447,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'loud', 'Takes Reservations': False, 'Delivery': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
KDfmJTIG-z6W6cl4YC-WDA,"655 W Warner Rd
Ste 117
Tempe, AZ 85284","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '23:00', 'open': '11:00'}}",TRUE,"['Chinese', 'Restaurants']",Tempe,40,Hot Wok Mr Cook,[],-111.946871,AZ,3.5,33.333612,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': False, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': False, 'Price Range': 1}",business
S3ccQHpkBQTBBfRB-Q4adg,"14900 N Pima Rd
Ste 103
Scottsdale, AZ 85260",{},TRUE,"['Sandwiches', 'Restaurants']",Scottsdale,36,Jimmy John's,[],-111.8918187,AZ,3,33.6207496,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': False, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
taGXe2f4xst366zache7HQ,"7034 W Charleston Blvd
Westside
Las Vegas, NV 89117","{'Monday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '10:00'}}",TRUE,"['Active Life', 'Sporting Goods', 'Bikes', 'Shopping', 'Bike Rentals']",Las Vegas,25,Pro Cyclery,['Westside'],-115.2512234,NV,5,36.1591097,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 3}",business
XD7hxupuU3kkid0tqsD1nw,"5057 E Elliot Rd
Phoenix, AZ 85044",{},TRUE,"['Beauty & Spas', 'Nail Salons']",Phoenix,8,Smiley Nails,[],-111.9766015,AZ,3.5,33.3488957,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
PgxA1jD985rR84nCNqIIbA,"1920 E Serene Ave
Ste 500-2
Southeast
Las Vegas, NV 89123","{'Monday': {'close': '20:00', 'open': '11:00'}, 'Tuesday': {'close': '20:00', 'open': '11:00'}, 'Friday': {'close': '20:00', 'open': '11:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}, 'Thursday': {'close': '20:00', 'open': '11:00'}, 'Sunday': {'close': '20:00', 'open': '11:00'}, 'Saturday': {'close': '20:00', 'open': '10:00'}}",TRUE,"['Fashion', 'Shopping', 'Shoe Stores', 'Sporting Goods', ""Men's Clothing"", 'Sports Wear']",Las Vegas,11,Pharmacy Boardshop,['Southeast'],-115.1259535,NV,4,36.0207616,"{'Dogs Allowed': True, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
WFqgUll7rgnI4zsjoKAjDQ,"2057 S Alma School Rd
Mesa, AZ 85210","{'Monday': {'close': '20:45', 'open': '11:15'}, 'Tuesday': {'close': '20:45', 'open': '11:15'}, 'Friday': {'close': '21:45', 'open': '11:15'}, 'Wednesday': {'close': '20:45', 'open': '11:15'}, 'Thursday': {'close': '20:45', 'open': '11:15'}, 'Sunday': {'close': '20:00', 'open': '12:00'}, 'Saturday': {'close': '21:45', 'open': '11:15'}}",TRUE,"['Pizza', 'Restaurants']",Mesa,9,Rosatis Pizza,[],-111.8596924,AZ,3,33.3775316,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': True, 'Delivery': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Outdoor Seating': False, 'Attire': 'casual', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Price Range': 2}",business
4_lKiPzdGbYC6RWKDthaEQ,"3110 N Central Ave
Ste 185
Phoenix, AZ 85012",{},TRUE,"['Food', 'Coffee & Tea']",Phoenix,9,Starbucks,[],-112.0748823,AZ,4,33.48365902,"{'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wi-Fi': 'free', 'Outdoor Seating': True, 'Price Range': 2}",business
0aV8mzabKSFylfi0NQGqlQ,"1710 E Charleston Blvd
Downtown
Las Vegas, NV 89104","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '20:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '21:00', 'open': '11:00'}}",TRUE,"['Mexican', 'Restaurants']",Las Vegas,139,Los Tacos,['Downtown'],-115.1275613,NV,4,36.1584563,"{'Alcohol': 'none', 'Noise Level': 'average', 'Has TV': False, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Good for Kids': True, 'Wheelchair Accessible': True, 'Delivery': False, 'Caters': False, 'BYOB': False, 'Accepts Credit Cards': True, 'BYOB/Corkage': 'no', 'Take-out': True, 'Price Range': 1, 'Outdoor Seating': True, 'Takes Reservations': False, 'Waiter Service': False, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Parking': {'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}, 'Good For Kids': True, 'Good For Groups': True}",business
POIEvBUafDX610SBKwK2sA,"17037 N 59th Ave
Glendale, AZ 85308",{},TRUE,"['Mexican', 'Restaurants']",Glendale,117,Popo's Fiesta Del Sol Mexican Food,[],-112.1860191,AZ,3.5,33.6398371,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
S5ZcvZ7_ZeXXeDxHcEPAlw,"8426 E McDonald Dr
Scottsdale, AZ 85250",{},TRUE,"['Veterinarians', 'Pets']",Scottsdale,26,Saguaro Veterinary Clinic,[],-111.899022,AZ,5,33.52424,{},business
