checkin_info,type,business_id
"{'13-0': 2, '15-1': 2, '15-5': 1, '15-4': 2, '12-3': 1, '18-0': 2, '18-1': 1, '22-5': 1, '18-3': 2, '18-4': 2, '22-2': 2, '14-4': 1, '14-5': 3, '14-0': 1, '14-1': 2, '14-3': 1, '19-5': 1, '19-1': 1, '19-0': 1, '11-5': 1, '13-2': 1, '13-1': 1, '11-6': 1, '13-6': 1, '13-5': 1, '12-6': 1, '12-4': 4, '12-5': 1, '12-2': 4, '21-6': 1, '12-0': 1, '12-1': 1, '13-3': 1, '20-0': 1, '20-3': 1, '20-4': 2, '20-6': 1, '16-2': 2, '16-0': 1, '17-4': 2, '17-3': 1, '17-2': 1, '16-4': 2, '17-0': 1, '21-4': 1, '10-2': 1, '10-3': 1, '10-5': 2}",checkin,7sw8yneJ0H2CUf-4sBKP0w
"{'18-0': 1, '22-5': 3, '22-4': 5, '22-3': 1, '18-5': 2, '23-5': 2, '14-6': 1, '19-5': 7, '19-4': 2, '19-1': 11, '19-0': 10, '19-3': 2, '12-5': 1, '12-2': 1, '20-1': 4, '20-0': 2, '20-3': 3, '20-5': 4, '20-4': 8, '20-6': 1, '17-4': 1, '21-4': 9, '21-5': 7, '21-6': 2, '21-1': 1, '21-2': 1}",checkin,mMTlibtg6lZ0FomMqiNcWA
"{'18-3': 2, '14-4': 1, '14-5': 1, '14-1': 2, '14-3': 1, '19-1': 1, '11-4': 1, '13-1': 3, '13-0': 2, '13-5': 3, '13-4': 1, '12-4': 2, '12-2': 1, '12-3': 3, '12-1': 2, '20-0': 1, '20-2': 2, '20-4': 1, '16-2': 1, '16-0': 2, '17-1': 1, '17-0': 2, '10-1': 1, '10-3': 1}",checkin,E8CvKBz0Ji74RlpTdAOX1g
"{'13-4': 1, '18-4': 1, '13-6': 1, '13-5': 1, '11-2': 1, '12-5': 1}",checkin,sa9heRBSqZdEzNAUBdk2Eg
"{'8-1': 4, '13-5': 2, '15-4': 1, '20-6': 1, '9-6': 1, '15-0': 3, '15-2': 2, '15-5': 1, '17-5': 2, '15-6': 2, '18-0': 1, '18-1': 4, '18-2': 2, '18-3': 2, '23-6': 1, '18-5': 2, '18-6': 2, '14-4': 3, '17-3': 3, '14-0': 2, '0-5': 1, '17-1': 1, '9-0': 1, '19-5': 3, '19-6': 3, '19-1': 2, '19-0': 1, '19-3': 5, '19-2': 3, '13-3': 1, '13-2': 3, '13-1': 2, '11-6': 3, '11-1': 1, '13-6': 4, '11-3': 3, '11-2': 3, '12-6': 4, '12-4': 1, '12-5': 1, '12-2': 2, '12-3': 2, '12-0': 3, '12-1': 5, '9-1': 2, '11-5': 2, '9-5': 2, '11-4': 4, '20-1': 2, '20-0': 2, '10-1': 1, '20-2': 1, '20-5': 1, '20-4': 1, '21-1': 1, '16-2': 1, '16-3': 1, '16-0': 1, '13-0': 2, '16-6': 3, '17-2': 3, '16-4': 1, '17-0': 2, '8-5': 1, '10-2': 2, '10-4': 4, '10-5': 2, '10-6': 3, '8-3': 6}",checkin,ky_i0FKSIOHEOmu5OAKC1w
"{'13-5': 1, '7-6': 1, '21-4': 1, '13-0': 1, '8-2': 1, '16-3': 1, '15-1': 1, '15-5': 4, '15-4': 1, '18-0': 1, '18-2': 1, '16-1': 1, '18-4': 1, '21-5': 1, '14-5': 1, '14-6': 1, '14-0': 2, '14-1': 1, '0-5': 1, '1-0': 1, '19-3': 2, '11-5': 2, '11-4': 2, '11-6': 2, '13-6': 1, '11-3': 3, '10-1': 1, '12-6': 1, '12-4': 2, '6-5': 2, '12-2': 1, '12-1': 1, '9-5': 2, '9-4': 1, '9-6': 4, '7-3': 1, '7-1': 2, '7-0': 4, '20-5': 1, '20-4': 1, '7-4': 1, '17-6': 1, '17-4': 1, '17-3': 1, '17-2': 1, '16-4': 2, '10-0': 1, '8-5': 5, '8-6': 4, '8-0': 2, '10-5': 1, '10-6': 2}",checkin,s21zLDhf572irtucHl1Djg
"{'9-1': 1, '13-3': 3, '4-2': 1, '9-5': 2, '5-2': 1, '15-1': 1, '3-5': 1, '7-0': 1, '15-5': 2, '15-4': 3, '11-5': 1, '11-6': 1, '11-2': 2, '14-4': 1, '8-0': 3, '10-5': 1, '8-2': 1, '14-3': 2}",checkin,iaArZBU6dJBemOxk41xrEQ
"{'13-5': 1, '15-1': 1, '15-2': 1, '15-5': 1, '18-2': 1, '22-4': 1, '18-4': 3, '18-5': 2, '18-6': 1, '14-4': 1, '14-5': 2, '14-0': 1, '19-4': 1, '17-0': 1, '19-1': 2, '19-0': 2, '19-3': 2, '19-2': 1, '11-5': 1, '11-6': 1, '11-0': 1, '11-3': 2, '13-4': 2, '12-6': 2, '12-4': 4, '17-4': 2, '12-2': 3, '12-0': 4, '12-1': 1, '13-3': 1, '20-1': 1, '20-3': 3, '20-4': 2, '17-6': 1, '17-5': 2, '13-0': 4, '16-6': 1, '16-5': 2, '10-1': 1, '10-5': 1}",checkin,Bqs7_QlIF5hHt7_HyZYO8w
"{'11-4': 1, '19-4': 4, '13-3': 1, '17-6': 1, '13-1': 1, '11-1': 1, '13-6': 1, '12-6': 2, '14-6': 1, '10-6': 1, '18-5': 1}",checkin,VCE5ulTtn-lt6nYfAiPnFg
"{'9-1': 1, '9-3': 2, '9-2': 1, '9-4': 1, '7-2': 1, '13-4': 3, '15-4': 1, '13-0': 1, '11-1': 1, '8-2': 3, '11-3': 2, '11-2': 1, '8-6': 1, '10-4': 1, '8-1': 2, '14-2': 1, '14-3': 1}",checkin,uiTfQrFiKXljGbhugW6UvA
"{'9-5': 1, '7-3': 1, '7-1': 1, '7-0': 1, '19-1': 1, '19-3': 1, '15-6': 1, '8-6': 1, '19-2': 1, '21-0': 1, '8-3': 2}",checkin,nwQhAfMjyCjPzzXaF7yg4A
"{'11-3': 1, '16-3': 1, '15-1': 2, '15-0': 1, '15-2': 1, '15-5': 1, '17-5': 1, '22-0': 1, '14-4': 1, '14-5': 2, '14-6': 1, '14-2': 2, '14-3': 5, '19-5': 2, '19-4': 3, '19-6': 1, '19-1': 1, '19-3': 1, '19-2': 4, '13-3': 1, '11-4': 5, '13-1': 2, '13-0': 2, '11-1': 2, '11-0': 1, '13-5': 2, '13-4': 3, '12-6': 1, '12-4': 1, '12-5': 1, '12-2': 1, '12-3': 2, '12-1': 3, '11-5': 3, '20-1': 1, '20-5': 2, '20-4': 1, '20-6': 1, '17-6': 2, '16-0': 1, '16-1': 1, '17-3': 1, '17-2': 1, '16-5': 1, '10-0': 1, '10-2': 1, '10-3': 2, '10-4': 2, '10-5': 1, '10-6': 1, '13-6': 1}",checkin,58J004jxfjm3ahG8BQwUNA
"{'15-1': 1, '15-2': 1, '15-5': 1, '15-4': 1, '18-0': 1, '18-4': 1, '14-4': 2, '14-0': 3, '14-3': 1, '19-6': 1, '9-3': 1, '13-3': 1, '13-2': 2, '11-3': 1, '12-3': 3, '12-1': 1, '9-0': 1, '4-2': 1, '7-3': 1, '7-5': 1, '17-4': 1, '17-3': 2, '17-0': 1, '10-2': 2, '10-3': 1, '10-4': 1, '21-1': 1}",checkin,IYia_3RHB60NcY0uladRnQ
"{'13-3': 1, '5-4': 1, '5-6': 1, '9-4': 1, '6-6': 1, '15-1': 1, '15-2': 1, '15-5': 1, '15-4': 2, '7-5': 1, '11-5': 1, '11-4': 2, '13-4': 2, '11-1': 1, '16-5': 1, '14-4': 3, '7-0': 1, '12-2': 1, '14-3': 1}",checkin,6YTGYXaGX9i7PpwnmdOt-A
"{'19-4': 1, '17-5': 1, '15-4': 1, '13-2': 1, '16-0': 1, '17-4': 1, '17-3': 2, '12-1': 1}",checkin,xiwuhksUyPmLwiZY1Dyqvw
"{'7-3': 1, '7-2': 1, '18-2': 2, '18-3': 2, '17-3': 1, '17-2': 2, '16-6': 1, '14-1': 1}",checkin,c3QcUPlgX_3O9Airt2893Q
"{'13-5': 4, '13-4': 1, '16-1': 1, '17-6': 1, '15-1': 2, '15-0': 3, '15-3': 2, '15-2': 2, '15-5': 3, '15-4': 3, '15-6': 2, '18-0': 1, '18-3': 1, '18-4': 1, '18-5': 1, '18-6': 2, '14-4': 3, '14-5': 7, '14-0': 1, '17-5': 1, '14-2': 2, '14-3': 1, '16-6': 1, '17-1': 2, '19-4': 1, '17-0': 5, '19-1': 1, '19-0': 1, '19-3': 1, '19-2': 1, '13-3': 3, '13-2': 2, '13-1': 2, '11-6': 2, '13-6': 4, '11-3': 3, '11-2': 3, '12-6': 1, '12-4': 2, '12-5': 5, '12-2': 4, '12-3': 2, '12-0': 3, '12-1': 2, '11-5': 2, '14-1': 4, '16-2': 4, '16-3': 4, '16-0': 3, '17-4': 3, '17-3': 1, '17-2': 3, '16-4': 1, '16-5': 3, '10-0': 1, '10-3': 2, '10-4': 1, '11-0': 1}",checkin,ipfPzCphX5cbfVE4rOUY6Q
"{'10-2': 2, '13-5': 6, '3-0': 1, '13-4': 6, '21-0': 1, '21-2': 2, '7-4': 1, '18-0': 1, '22-6': 1, '16-3': 3, '15-1': 2, '15-0': 2, '17-4': 9, '15-5': 4, '15-4': 2, '14-1': 2, '15-6': 8, '21-3': 1, '18-1': 4, '18-2': 4, '18-3': 9, '18-4': 8, '18-5': 5, '18-6': 3, '21-5': 1, '14-4': 1, '14-5': 4, '14-6': 6, '14-0': 3, '17-5': 6, '14-2': 4, '14-3': 1, '19-6': 5, '16-4': 6, '19-5': 10, '19-4': 14, '17-0': 5, '19-1': 6, '19-0': 3, '19-3': 8, '19-2': 3, '11-5': 6, '11-4': 6, '13-1': 4, '13-0': 3, '11-1': 11, '13-6': 6, '11-3': 13, '11-2': 10, '12-6': 12, '12-4': 11, '12-5': 9, '12-2': 6, '12-3': 4, '12-0': 5, '12-1': 7, '13-3': 1, '9-2': 1, '15-3': 1, '13-2': 1, '20-0': 5, '20-3': 3, '20-2': 1, '20-5': 6, '20-4': 4, '20-6': 3, '16-2': 1, '17-6': 7, '16-0': 4, '11-6': 13, '17-3': 4, '17-2': 3, '17-1': 4, '16-5': 7, '10-0': 3, '10-1': 1, '21-6': 1, '10-3': 1, '10-4': 3, '10-5': 4, '10-6': 2, '11-0': 2}",checkin,VsrvWdZL2993olnW3z8R3A
"{'20-4': 2, '15-4': 3, '16-6': 1, '18-0': 1, '23-5': 1, '14-5': 1, '14-6': 3, '14-3': 1, '2-3': 1, '19-6': 2, '19-0': 1, '1-6': 1, '21-4': 1, '13-0': 1, '13-6': 1, '11-3': 1, '21-5': 1, '12-3': 2, '12-0': 2, '9-5': 1, '9-6': 2, '7-1': 2, '7-0': 4, '7-6': 1, '7-5': 1, '20-6': 1, '17-6': 1, '17-3': 1, '17-0': 1, '8-4': 1, '8-5': 2, '8-6': 1, '10-3': 1}",checkin,xJLaHf0wAoqP_i4U4Dnkdw
"{'22-5': 1, '22-4': 2, '22-3': 3, '22-2': 2, '22-0': 1, '19-5': 19, '19-4': 13, '19-6': 4, '19-1': 6, '19-0': 26, '19-3': 5, '19-2': 5, '11-5': 24, '11-6': 23, '11-1': 5, '11-0': 2, '11-3': 3, '11-2': 5, '12-6': 13, '12-4': 7, '12-5': 15, '12-3': 2, '12-0': 2, '12-1': 3, '16-2': 6, '16-3': 7, '16-0': 1, '16-1': 4, '16-6': 4, '16-4': 9, '16-5': 5, '21-4': 4, '21-5': 10, '21-6': 3, '21-1': 2, '21-2': 2, '21-3': 2, '7-4': 1, '15-1': 1, '15-0': 1, '15-3': 3, '15-2': 2, '15-5': 10, '15-4': 5, '15-6': 4, '18-0': 30, '18-1': 3, '18-2': 5, '18-3': 4, '18-4': 14, '18-5': 6, '18-6': 3, '23-5': 1, '0-6': 1, '0-3': 1, '13-2': 4, '13-1': 5, '13-6': 10, '13-5': 15, '13-4': 4, '9-2': 1, '9-5': 2, '9-6': 9, '20-1': 1, '20-0': 13, '20-3': 1, '20-2': 5, '20-5': 7, '20-4': 9, '20-6': 2, '17-6': 6, '17-5': 7, '17-4': 17, '17-3': 5, '17-2': 8, '17-1': 12, '17-0': 5, '10-0': 1, '10-1': 1, '10-2': 1, '10-3': 1, '10-4': 1, '10-5': 10, '10-6': 19, '14-4': 4, '14-5': 5, '14-6': 6, '14-1': 2}",checkin,7CTf4W-KT4h6uA_zpGZp2Q
"{'9-3': 1, '9-5': 1, '15-2': 1, '16-1': 1, '8-2': 1, '13-4': 1, '12-4': 1, '10-5': 1, '12-0': 1}",checkin,VIDkpkW0Ncgld16f2nfUpA
"{'9-1': 1, '7-2': 1, '1-3': 1, '1-6': 1, '11-5': 2, '23-1': 1, '11-2': 1, '8-4': 1}",checkin,om-N3di7I7WU7SArojtcHw
"{'9-2': 2, '9-4': 1, '20-3': 1, '15-5': 1, '11-4': 1, '17-4': 1, '11-3': 1, '8-4': 1, '8-5': 1, '12-4': 1, '12-5': 1, '10-4': 1, '10-5': 1, '14-3': 1}",checkin,pRB1s7hd_4QF6HjUt0y8Ag
"{'15-0': 1, '15-2': 1, '15-5': 1, '16-0': 1, '15-6': 1, '18-0': 1, '18-1': 1, '18-2': 1, '18-3': 1, '18-5': 2, '18-6': 1, '14-4': 1, '14-5': 1, '14-6': 4, '14-3': 1, '17-1': 2, '11-5': 1, '13-2': 1, '13-0': 1, '11-1': 1, '13-6': 1, '13-5': 1, '13-4': 2, '12-4': 1, '12-0': 2, '16-2': 1, '16-3': 1, '17-5': 4, '17-4': 2, '16-6': 2, '16-4': 1, '16-5': 1, '21-4': 1, '10-1': 1}",checkin,gnezwnCcfQLeu82hV6duHg
"{'17-1': 1, '12-3': 1, '14-2': 1}",checkin,gxHdP-BtFP5zPJZpUshrgg
"{'7-4': 2, '15-1': 2, '14-2': 1, '11-5': 2, '13-5': 3, '12-4': 1, '12-1': 1, '9-3': 1, '9-5': 3, '9-4': 2, '7-3': 1, '7-1': 2, '10-5': 2, '16-2': 1, '16-3': 1, '17-3': 1, '16-4': 1, '16-5': 1, '8-4': 2, '8-5': 3, '10-2': 2, '10-3': 2, '8-1': 2, '8-3': 1}",checkin,3ciBxlsQrtyraRrhoO-_Vw
"{'8-1': 1, '11-3': 1, '2-3': 1, '20-4': 1, '0-3': 1, '13-3': 1, '11-0': 2, '15-2': 2, '10-2': 1, '18-0': 1, '23-0': 1, '22-4': 2, '18-6': 2, '23-5': 1, '8-4': 3, '14-3': 1, '0-4': 1, '0-5': 1, '0-6': 1, '10-0': 1, '2-4': 2, '5-4': 1, '19-5': 2, '1-0': 1, '1-2': 1, '1-6': 1, '11-5': 2, '11-4': 1, '13-1': 1, '11-6': 2, '11-1': 1, '13-6': 2, '13-5': 1, '12-6': 1, '12-5': 2, '12-3': 1, '12-0': 1, '4-5': 1, '9-1': 1, '9-0': 2, '9-3': 2, '9-5': 4, '9-4': 3, '9-6': 5, '7-3': 1, '8-0': 1, '20-3': 2, '7-6': 2, '7-4': 1, '16-3': 1, '17-5': 1, '16-6': 1, '8-2': 1, '7-2': 1, '21-4': 1, '8-6': 6, '10-3': 1, '10-4': 2, '10-5': 7, '10-6': 3, '8-3': 1}",checkin,VFi-N5ySGpId7-ie85rSHQ
"{'15-1': 1, '19-3': 1, '15-6': 1, '14-4': 1, '13-0': 2, '11-3': 2, '10-0': 1, '10-3': 1, '14-1': 2}",checkin,HYG0dpI3GvYYdxTe3OWSDg
"{'23-5': 1, '9-6': 1, '0-3': 1, '3-6': 1, '15-3': 1, '1-2': 1, '21-5': 1, '7-6': 1, '15-4': 1, '18-0': 1, '17-5': 1, '16-6': 1, '13-6': 1, '13-5': 2, '22-0': 1, '18-4': 1, '8-6': 1, '10-5': 1}",checkin,m21AFUubd9EfQ8M6Ykt_6A
"{'19-5': 1, '20-5': 2, '15-2': 1, '19-1': 1, '17-5': 2, '18-3': 1, '20-0': 1, '21-4': 2}",checkin,He43BOqZ8ljrGIddrAeK_g
"{'15-6': 1, '19-4': 2, '15-5': 2, '15-4': 1, '19-3': 2, '20-4': 4, '18-2': 1, '18-5': 2, '11-2': 1, '21-4': 1, '21-5': 1, '12-4': 1, '19-2': 1, '21-0': 1, '14-3': 1}",checkin,IceZ4BtTz76eppjNWm-c6A
"{'0-4': 1, '18-5': 1, '15-1': 1, '20-0': 1, '15-6': 1, '13-3': 1, '21-4': 1, '18-3': 1, '10-6': 1, '8-4': 1, '12-2': 1, '8-2': 1, '12-1': 2}",checkin,joDuKu_ePAOTYTHOS-dyjg
"{'13-5': 1, '21-0': 1, '16-5': 2, '10-6': 1, '16-3': 2, '15-5': 1, '15-6': 1, '18-0': 2, '18-1': 8, '18-2': 2, '16-1': 1, '18-4': 7, '18-5': 8, '18-6': 8, '22-0': 1, '14-4': 1, '16-6': 4, '16-4': 3, '19-5': 11, '19-4': 7, '19-6': 4, '19-1': 5, '19-0': 5, '19-3': 5, '19-2': 1, '11-5': 1, '11-4': 6, '13-6': 6, '14-5': 3, '13-4': 3, '12-6': 4, '12-4': 4, '12-2': 1, '12-0': 1, '18-3': 3, '20-1': 1, '20-0': 3, '20-3': 3, '20-2': 2, '20-5': 3, '20-4': 5, '16-2': 1, '17-6': 15, '17-5': 5, '17-4': 8, '17-3': 3, '17-2': 4, '17-1': 2, '17-0': 9, '21-4': 1, '10-4': 1, '21-2': 2}",checkin,dp0unqYxrYzvfaMVVmk6mw
"{'11-3': 7, '13-4': 4, '15-1': 2, '15-0': 2, '15-3': 1, '15-2': 1, '15-4': 3, '18-0': 4, '18-1': 2, '18-2': 4, '18-3': 4, '18-4': 5, '14-4': 1, '14-2': 1, '14-3': 2, '16-4': 3, '19-5': 1, '19-1': 1, '19-0': 5, '19-3': 2, '11-5': 1, '11-4': 3, '13-1': 1, '11-1': 3, '11-0': 3, '13-5': 3, '11-2': 4, '6-6': 1, '12-4': 6, '12-5': 3, '12-2': 3, '12-3': 7, '12-0': 5, '12-1': 3, '13-3': 3, '9-5': 1, '16-3': 1, '16-0': 4, '16-1': 3, '17-3': 2, '17-2': 3, '17-1': 2, '17-0': 1, '10-0': 1, '21-5': 1, '10-2': 2, '10-4': 3, '10-5': 1, '10-6': 1}",checkin,tWVuAPWXvW2g8ce0WWepXA
"{'11-3': 2, '0-5': 1, '15-5': 5, '15-6': 1, '18-0': 1, '18-1': 3, '18-2': 3, '18-3': 2, '18-4': 8, '18-5': 3, '18-6': 1, '14-5': 4, '14-6': 2, '14-1': 2, '14-2': 1, '16-6': 1, '17-1': 1, '19-5': 2, '19-4': 6, '19-6': 1, '19-1': 4, '19-0': 1, '19-3': 7, '19-2': 4, '11-5': 3, '11-4': 3, '11-6': 2, '11-1': 1, '13-6': 4, '13-5': 2, '13-4': 1, '12-6': 4, '12-4': 2, '12-5': 5, '12-2': 1, '12-3': 3, '12-0': 1, '9-5': 1, '13-2': 1, '20-1': 1, '20-0': 1, '20-5': 2, '20-4': 2, '16-2': 1, '17-6': 5, '17-5': 6, '17-4': 5, '17-3': 4, '17-2': 2, '16-4': 2, '16-5': 3, '10-1': 1, '10-4': 1, '10-6': 1}",checkin,1f0g466Geu4nDdJhYQ_Vhg
"{'11-3': 6, '15-4': 1, '16-1': 1, '15-3': 2, '15-2': 1, '15-5': 2, '17-5': 1, '18-0': 3, '18-1': 6, '18-2': 3, '18-3': 4, '18-4': 3, '18-5': 4, '14-4': 1, '14-5': 10, '14-6': 1, '14-0': 4, '14-1': 2, '14-2': 1, '14-3': 2, '19-6': 1, '16-4': 1, '19-4': 3, '16-5': 1, '19-1': 4, '19-0': 2, '19-3': 5, '19-2': 6, '13-3': 5, '11-4': 2, '13-1': 4, '13-0': 6, '11-1': 5, '11-0': 5, '13-5': 8, '11-2': 5, '12-4': 7, '12-5': 4, '12-2': 10, '12-3': 7, '12-0': 5, '12-1': 7, '11-5': 1, '13-2': 10, '20-0': 4, '20-2': 1, '16-2': 2, '16-3': 1, '16-0': 2, '17-4': 3, '17-3': 5, '17-2': 4, '17-1': 4, '17-0': 3, '21-4': 1, '10-2': 1, '10-4': 1, '10-5': 2, '21-2': 1}",checkin,i_H_yKtISROjQ4eruSwyPw
"{'7-0': 8, '13-5': 4, '10-5': 16, '15-5': 1, '13-3': 1, '6-2': 6, '12-4': 1, '11-0': 5, '6-5': 9, '13-2': 1, '10-4': 2, '15-4': 1, '6-3': 8, '16-1': 1, '6-0': 5, '14-4': 1, '14-5': 3, '12-1': 3, '9-4': 5, '14-3': 1, '0-4': 1, '5-5': 3, '5-4': 1, '11-5': 2, '11-4': 3, '13-0': 2, '11-1': 4, '13-6': 6, '11-3': 2, '10-1': 5, '12-6': 3, '6-4': 8, '12-5': 6, '12-2': 2, '10-2': 3, '12-0': 4, '6-1': 6, '9-1': 8, '9-0': 6, '9-3': 9, '9-2': 8, '9-5': 9, '5-0': 1, '5-2': 1, '7-3': 3, '7-2': 7, '7-1': 5, '9-6': 15, '7-6': 1, '7-5': 12, '7-4': 8, '10-0': 5, '16-0': 2, '11-6': 5, '10-6': 9, '8-4': 7, '8-5': 4, '8-6': 10, '10-3': 4, '8-0': 7, '8-1': 9, '8-2': 8, '8-3': 5}",checkin,svUuarGBHtVcBFst3UoHkQ
"{'15-1': 1, '15-0': 2, '15-3': 1, '15-5': 2, '15-4': 3, '15-6': 2, '18-1': 3, '18-2': 2, '18-3': 1, '18-4': 2, '18-5': 1, '18-6': 3, '14-4': 2, '14-5': 2, '17-5': 3, '14-2': 1, '22-4': 1, '19-5': 3, '19-4': 5, '19-6': 3, '19-1': 3, '19-3': 1, '19-2': 4, '11-5': 1, '17-0': 1, '13-5': 2, '12-5': 2, '20-1': 3, '20-3': 1, '20-2': 2, '20-5': 2, '20-4': 2, '20-6': 4, '17-6': 2, '16-0': 1, '17-4': 1, '16-6': 3, '16-5': 1, '10-0': 1, '21-2': 1, '21-3': 1}",checkin,GkCAW9zoECIg7T_HIwCgNA
"{'15-0': 1, '15-3': 1, '15-2': 1, '15-4': 1, '15-6': 1, '16-3': 1, '17-5': 1, '18-4': 1, '13-5': 1, '13-4': 1, '12-6': 1}",checkin,z694tAm80blpBTlXsFWtcw
"{'15-1': 1, '10-1': 1, '13-0': 1, '17-4': 1, '12-5': 1}",checkin,zjdr4OMXZzTHIcKb9VYL-w
"{'11-3': 2, '15-4': 1, '16-1': 1, '15-1': 1, '15-0': 1, '17-4': 4, '15-2': 3, '15-5': 2, '16-0': 3, '15-6': 5, '18-0': 2, '18-2': 1, '18-3': 2, '18-4': 4, '18-5': 1, '18-6': 2, '14-4': 3, '14-5': 3, '14-6': 4, '14-0': 2, '14-1': 2, '14-2': 2, '14-3': 1, '2-4': 1, '10-1': 1, '19-5': 1, '19-4': 2, '16-5': 3, '19-1': 1, '19-0': 4, '19-3': 2, '13-3': 4, '13-2': 4, '13-1': 3, '13-0': 2, '11-1': 1, '11-0': 2, '13-5': 5, '13-4': 4, '12-4': 7, '12-5': 4, '12-3': 3, '12-0': 1, '12-1': 2, '9-1': 2, '11-5': 2, '9-4': 1, '11-4': 3, '20-3': 2, '20-4': 1, '10-5': 3, '16-2': 1, '17-6': 1, '17-5': 2, '11-6': 1, '16-6': 3, '17-2': 1, '17-1': 1, '17-0': 2, '17-3': 1, '10-2': 1, '15-3': 1, '21-1': 1, '10-6': 2, '21-3': 1}",checkin,kfdioIIbbeNUN1iDUvSyzg
"{'9-2': 1, '15-4': 2, '16-1': 3, '11-1': 1, '14-5': 1, '14-3': 1, '12-0': 2, '8-3': 1}",checkin,MmBzct-cw-byF8LanIdk3A
"{'3-0': 1, '15-6': 1, '23-2': 1, '23-3': 1, '18-3': 1, '23-6': 1, '18-6': 1, '22-0': 1, '14-3': 1, '0-4': 2, '5-5': 1, '2-0': 1, '2-1': 1, '0-1': 2, '2-5': 1, '1-4': 1, '19-3': 1, '19-0': 1, '13-1': 1, '11-3': 1, '12-6': 1, '6-4': 1, '19-2': 1, '12-1': 1, '4-0': 1, '5-4': 1, '9-3': 1, '9-2': 1, '4-4': 1, '9-6': 1, '20-1': 1, '10-4': 1, '3-5': 1, '3-2': 1, '9-0': 1, '7-3': 1, '17-5': 1, '21-5': 1, '10-3': 1, '8-0': 1}",checkin,I2rMZ5t1WliK5PaGxakBUA
"{'22-4': 1, '19-5': 1, '19-4': 7, '19-1': 2, '19-0': 3, '19-3': 3, '19-2': 4, '11-5': 4, '11-4': 11, '11-1': 5, '11-0': 3, '11-3': 4, '11-2': 8, '12-4': 9, '12-5': 12, '12-2': 8, '12-3': 5, '12-0': 9, '12-1': 9, '16-2': 5, '16-3': 1, '16-0': 3, '16-1': 1, '16-4': 6, '16-5': 2, '21-4': 1, '21-5': 1, '20-3': 4, '21-3': 2, '15-1': 4, '15-2': 4, '15-5': 4, '15-4': 2, '18-0': 4, '18-1': 6, '18-2': 3, '18-3': 3, '18-4': 7, '18-5': 2, '6-0': 1, '8-4': 2, '8-5': 2, '8-0': 1, '8-1': 2, '8-2': 2, '8-3': 1, '7-3': 2, '23-0': 1, '7-2': 1, '13-3': 4, '13-2': 2, '13-1': 2, '13-0': 4, '13-5': 4, '13-4': 2, '9-1': 2, '9-3': 4, '9-2': 1, '9-5': 2, '20-1': 8, '20-0': 2, '7-1': 1, '20-2': 4, '20-5': 2, '20-4': 5, '7-5': 2, '7-4': 4, '17-5': 4, '17-4': 5, '17-3': 4, '17-2': 6, '17-1': 12, '17-0': 9, '10-0': 2, '10-1': 2, '10-2': 4, '10-3': 3, '10-4': 1, '10-5': 2, '10-6': 1, '14-4': 4, '14-5': 2, '14-6': 1, '14-0': 3, '14-1': 1, '14-2': 2, '14-3': 2, '5-1': 1, '5-0': 1, '5-3': 1}",checkin,Me6hKl5pjH2KCuxLZm6pzQ
"{'16-6': 1, '19-2': 1, '11-4': 1, '17-3': 1, '17-1': 1, '14-4': 1, '14-5': 1, '14-0': 1}",checkin,5DVYPvN0arhY7Ea0PGEtqQ
"{'17-5': 1, '15-1': 1, '15-5': 1, '15-4': 3, '15-6': 1, '18-1': 1, '18-4': 1, '18-5': 1, '18-6': 1, '14-5': 1, '14-1': 1, '14-2': 1, '19-4': 1, '17-0': 1, '19-1': 1, '19-3': 2, '11-5': 2, '13-0': 1, '11-2': 1, '12-6': 1, '9-1': 1, '9-0': 2, '9-3': 1, '20-5': 1, '16-3': 2, '16-0': 1, '16-1': 3, '16-6': 2, '17-2': 2, '17-1': 1, '16-5': 1, '21-4': 1, '10-3': 1, '10-5': 1}",checkin,j9g--_irBzX0cwX0fu3v_A
"{'9-0': 1, '22-5': 1, '9-5': 2, '19-5': 1, '15-3': 1, '20-4': 1, '20-6': 1, '10-0': 1, '23-0': 1, '11-1': 2, '23-4': 1, '14-4': 1, '21-5': 2, '10-5': 1, '10-6': 2}",checkin,4H6RS2WpK_r_MM5wp62ELg
"{'16-1': 2, '15-3': 1, '15-2': 2, '15-5': 2, '16-0': 1, '15-6': 2, '18-0': 7, '18-1': 1, '18-2': 1, '18-3': 6, '18-4': 9, '18-5': 7, '18-6': 2, '14-4': 1, '16-6': 2, '14-6': 1, '14-1': 1, '19-6': 2, '17-1': 3, '19-5': 6, '19-4': 15, '16-5': 7, '19-1': 8, '19-0': 8, '19-3': 3, '19-2': 2, '11-5': 2, '11-6': 2, '13-6': 1, '14-5': 1, '12-6': 1, '12-5': 1, '20-1': 4, '20-0': 1, '20-3': 2, '20-5': 5, '20-4': 4, '16-2': 2, '17-6': 7, '17-5': 3, '17-4': 5, '17-3': 3, '17-2': 6, '16-4': 2, '17-0': 1, '21-5': 5, '21-6': 1, '21-1': 1, '21-2': 1, '21-3': 2}",checkin,r6zT-YqmOtHg8BJT3LLzfg
